RANK,TOTAL_ORDERS,CUSTOMER_ID
3061,1,15047
3061,1,15049
3061,1,15052
3061,1,15063
3061,1,15069
3061,1,15070
3061,1,15074
3061,1,15075
3061,1,15076
3061,1,15083
3061,1,15087
3061,1,15090
3061,1,15096
3061,1,15097
3061,1,15099
3061,1,15115
3061,1,15118
3061,1,15119
3061,1,15127
3061,1,15130
3061,1,15142
3061,1,15143
3061,1,15148
3061,1,15149
3061,1,15153
3061,1,15158
3061,1,15160
3061,1,15165
3061,1,15167
3061,1,15168
3061,1,15174
3061,1,15175
3061,1,15178
3061,1,15180
3061,1,15185
3061,1,15193
3061,1,15195
3061,1,15204
3061,1,15210
3061,1,15216
3061,1,15219
3061,1,15222
3061,1,15225
3061,1,15226
3061,1,15234
3061,1,15236
3061,1,15243
3061,1,15247
3061,1,15254
3061,1,15255
3061,1,15256
3061,1,15261
3061,1,15262
3061,1,15263
3061,1,15264
3061,1,15266
3061,1,15269
3061,1,15276
3061,1,15277
3061,1,15280
3061,1,15286
3061,1,15292
3061,1,15300
3061,1,15303
3061,1,15307
3061,1,15313
3061,1,15314
3061,1,15316
3061,1,15318
3061,1,15319
3061,1,15320
3061,1,15325
3061,1,15326
3061,1,15327
3061,1,15333
3061,1,15335
3061,1,15341
3061,1,15343
3061,1,15346
3061,1,15347
3061,1,15348
3061,1,15350
3061,1,15360
3061,1,15361
3061,1,15368
3061,1,15369
3061,1,15372
3061,1,15374
3061,1,15385
3061,1,15386
3061,1,15388
3061,1,15389
3061,1,15395
3061,1,15396
3061,1,15397
3061,1,15405
3061,1,15408
3061,1,15412
3061,1,15415
3061,1,15417
3061,1,15419
3061,1,15423
3061,1,15428
3061,1,15432
3061,1,15435
3061,1,15437
3061,1,15438
3061,1,15442
3061,1,15445
3061,1,15447
3061,1,15448
3061,1,15450
3061,1,15454
3061,1,15457
3061,1,15458
3061,1,15460
3061,1,15463
3061,1,15464
3061,1,15466
3061,1,15471
3061,1,15472
3061,1,15475
3061,1,15480
3061,1,15488
3061,1,15503
3061,1,15504
3061,1,15507
3061,1,15510
3061,1,15517
3061,1,15520
3061,1,15523
3061,1,15524
3061,1,15528
3061,1,15537
3061,1,15539
3061,1,15540
3061,1,15541
3061,1,15543
3061,1,15551
3061,1,15552
3061,1,15553
3061,1,15554
3061,1,15556
3061,1,15557
3061,1,15562
3061,1,15567
3061,1,15576
3061,1,15578
3061,1,15585
3061,1,15590
3061,1,15592
3061,1,15593
3061,1,15603
3061,1,15604
3061,1,15607
3061,1,15610
3061,1,15619
3061,1,15623
3061,1,15634
3061,1,15637
3061,1,15638
3061,1,15639
3061,1,15645
3061,1,15652
3061,1,15657
3061,1,15659
3061,1,15663
3061,1,15667
3061,1,15668
3061,1,15670
3061,1,15677
3061,1,15678
3061,1,15683
3061,1,15691
3061,1,15692
3061,1,15699
3061,1,15703
3061,1,15705
3061,1,15709
3061,1,15717
3061,1,15720
3061,1,15721
3061,1,15723
3061,1,15725
3061,1,15728
3061,1,15733
3061,1,15739
3061,1,15740
3061,1,15744
3061,1,15748
3061,1,15753
3061,1,15758
3061,1,15766
3061,1,15773
3061,1,15774
3061,1,15775
3061,1,15776
3061,1,15783
3061,1,15789
3061,1,15790
3061,1,15795
3061,1,15803
3061,1,15820
3061,1,15825
3061,1,15832
3061,1,15837
3061,1,15843
3061,1,15844
3061,1,15853
3061,1,15857
3061,1,15866
3061,1,15870
3061,1,15886
3061,1,15891
3061,1,15895
3061,1,15899
3061,1,15900
3061,1,15904
3061,1,15909
3061,1,15917
3061,1,15921
3061,1,15923
3061,1,15925
3061,1,15930
3061,1,15937
3061,1,15942
3061,1,15944
3061,1,15945
3061,1,15947
3061,1,15957
3061,1,15958
3061,1,15970
3061,1,15975
3061,1,15978
3061,1,15986
3061,1,15988
3061,1,15992
3061,1,15994
3061,1,16006
3061,1,16017
3061,1,16022
3061,1,16024
3061,1,16025
3061,1,16026
3061,1,16030
3061,1,16050
3061,1,16052
3061,1,16054
3061,1,16055
3061,1,16056
3061,1,16061
3061,1,16063
3061,1,16065
3061,1,16071
3061,1,16072
3061,1,16078
3061,1,16084
3061,1,16093
3061,1,16096
3061,1,16097
3061,1,16104
3061,1,16105
3061,1,16106
3061,1,16113
3061,1,16114
3061,1,16117
3061,1,16123
3061,1,16125
3061,1,16127
3061,1,16135
3061,1,16138
3061,1,16141
3061,1,16142
3061,1,16144
3061,1,16147
3061,1,16148
3061,1,16152
3061,1,16159
3061,1,16162
3061,1,16171
3061,1,16177
3061,1,16178
3061,1,16179
3061,1,16181
3061,1,16183
3061,1,16190
3061,1,16193
3061,1,16198
3061,1,16202
3061,1,16204
3061,1,16207
3061,1,16213
3061,1,16215
3061,1,16216
3061,1,16222
3061,1,16236
3061,1,16247
3061,1,16248
3061,1,16252
3061,1,16257
3061,1,16260
3061,1,16262
3061,1,16270
3061,1,16272
3061,1,16274
3061,1,16275
3061,1,16276
3061,1,16281
3061,1,16282
3061,1,16287
3061,1,16305
3061,1,16315
3061,1,16318
3061,1,16319
3061,1,16323
3061,1,16337
3061,1,16338
3061,1,16339
3061,1,16340
3061,1,16344
3061,1,16345
3061,1,16349
3061,1,16351
3061,1,16363
3061,1,16366
3061,1,16377
3061,1,16380
3061,1,16387
3061,1,16392
3061,1,16400
3061,1,16404
3061,1,16406
3061,1,16412
3061,1,16413
3061,1,16415
3061,1,16423
3061,1,16425
3061,1,16428
3061,1,16429
3061,1,16430
3061,1,16432
3061,1,16433
3061,1,16445
3061,1,16447
3061,1,16448
3061,1,16450
3061,1,16451
3061,1,16457
3061,1,16461
3061,1,16468
3061,1,16471
3061,1,16480
3061,1,16482
3061,1,16483
3061,1,16485
3061,1,16491
3061,1,16494
3061,1,16504
3061,1,16505
3061,1,16509
3061,1,16510
3061,1,16516
3061,1,16517
3061,1,16526
3061,1,16527
3061,1,16528
3061,1,16529
3061,1,16535
3061,1,16542
3061,1,16545
3061,1,16563
3061,1,16565
3061,1,16569
3061,1,16574
3061,1,16579
3061,1,16582
3061,1,16583
3061,1,16586
3061,1,16587
3061,1,16591
3061,1,16594
3061,1,16595
3061,1,16597
3061,1,16601
3061,1,16610
3061,1,16613
3061,1,16614
3061,1,16617
3061,1,16623
3061,1,16625
3061,1,16627
3061,1,16641
3061,1,16643
3061,1,16650
3061,1,16658
3061,1,16659
3061,1,16665
3061,1,16666
3061,1,16679
3061,1,16680
3061,1,16697
3061,1,16708
3061,1,16715
3061,1,16718
3061,1,16720
3061,1,16721
3061,1,16727
3061,1,16732
3061,1,16737
3061,1,16738
3061,1,16751
3061,1,16752
3061,1,16753
3061,1,16754
3061,1,16756
3061,1,16757
3061,1,16758
3061,1,16761
3061,1,16765
3061,1,16769
3061,1,16773
3061,1,16776
3061,1,16784
3061,1,16789
3061,1,16793
3061,1,16795
3061,1,16796
3061,1,16800
3061,1,16803
3061,1,16812
3061,1,16820
3061,1,16823
3061,1,16826
3061,1,16829
3061,1,16830
3061,1,16834
3061,1,16846
3061,1,16847
3061,1,16848
3061,1,16849
3061,1,16850
3061,1,16856
3061,1,16881
3061,1,16887
3061,1,16893
3061,1,16895
3061,1,16902
3061,1,16903
3061,1,16913
3061,1,16914
3061,1,16917
3061,1,16921
3061,1,16926
3061,1,16932
3061,1,16936
3061,1,16947
3061,1,16953
3061,1,16959
3061,1,16961
3061,1,16963
3061,1,16965
3061,1,16967
3061,1,16976
3061,1,16978
3061,1,16982
3061,1,16988
3061,1,16990
3061,1,16995
3061,1,17011
3061,1,17022
3061,1,17030
3061,1,17038
3061,1,17040
3061,1,17046
3061,1,17051
3061,1,17052
3061,1,17060
3061,1,17065
3061,1,17070
3061,1,17079
3061,1,17102
3061,1,17110
3061,1,17111
3061,1,17117
3061,1,17118
3061,1,17120
3061,1,17122
3061,1,17123
3061,1,17124
3061,1,17125
3061,1,17128
3061,1,17138
3061,1,17140
3061,1,17142
3061,1,17148
3061,1,17153
3061,1,17154
3061,1,17165
3061,1,17171
3061,1,17174
3061,1,17176
3061,1,17187
3061,1,17197
3061,1,17201
3061,1,17205
3061,1,17206
3061,1,17212
3061,1,17217
3061,1,17219
3061,1,17222
3061,1,17226
3061,1,17233
3061,1,17234
3061,1,17244
3061,1,17245
3061,1,17247
3061,1,17248
3061,1,17251
3061,1,17253
3061,1,17263
3061,1,17274
3061,1,17278
3061,1,17279
3061,1,17286
3061,1,17291
3061,1,17297
3061,1,17301
3061,1,17303
3061,1,17307
3061,1,17309
3061,1,17325
3061,1,17331
3061,1,17333
3061,1,17343
3061,1,17344
3061,1,17347
3061,1,17349
3061,1,17354
3061,1,17356
3061,1,17359
3061,1,17367
3061,1,17379
3061,1,17382
3061,1,17383
3061,1,17385
3061,1,17394
3061,1,17403
3061,1,17408
3061,1,17415
3061,1,17427
3061,1,17431
3061,1,17433
3061,1,17443
3061,1,17448
3061,1,17455
3061,1,17456
3061,1,17458
3061,1,17464
3061,1,17475
3061,1,17486
3061,1,17492
3061,1,17496
3061,1,17498
3061,1,17499
3061,1,17508
3061,1,17510
3061,1,17513
3061,1,17514
3061,1,17517
3061,1,17520
3061,1,17524
3061,1,17525
3061,1,17534
3061,1,17535
3061,1,17536
3061,1,17538
3061,1,17542
3061,1,17547
3061,1,17551
3061,1,17553
3061,1,17556
3061,1,17561
3061,1,17569
3061,1,17574
3061,1,17582
3061,1,17597
3061,1,17600
3061,1,17601
3061,1,17614
3061,1,17619
3061,1,17620
3061,1,17623
3061,1,17628
3061,1,17639
3061,1,17640
3061,1,17643
3061,1,17647
3061,1,17650
3061,1,17654
3061,1,17660
3061,1,17670
3061,1,17678
3061,1,17680
3061,1,17684
3061,1,17694
3061,1,17697
3061,1,17698
3061,1,17701
3061,1,17709
3061,1,17712
3061,1,17714
3061,1,17715
3061,1,17718
3061,1,17732
3061,1,17752
3061,1,17761
3061,1,17763
3061,1,17767
3061,1,17775
3061,1,17785
3061,1,17789
3061,1,17791
3061,1,17793
3061,1,17805
3061,1,17806
3061,1,17824
3061,1,17829
3061,1,17831
3061,1,17832
3061,1,17836
3061,1,17839
3061,1,17843
3061,1,17844
3061,1,17846
3061,1,17855
3061,1,17859
3061,1,17860
3061,1,17862
3061,1,17871
3061,1,17877
3061,1,17878
3061,1,17879
3061,1,17880
3061,1,17881
3061,1,17885
3061,1,17887
3061,1,17891
3061,1,17893
3061,1,17895
3061,1,17896
3061,1,17899
3061,1,17901
3061,1,17906
3061,1,17908
3061,1,17911
3061,1,17914
3061,1,17919
3061,1,17923
3061,1,17925
3061,1,17936
3061,1,17939
3061,1,17941
3061,1,17942
3061,1,17947
3061,1,17948
3061,1,17956
3061,1,17957
3061,1,17958
3061,1,17960
3061,1,17962
3061,1,17967
3061,1,17968
3061,1,17970
3061,1,17972
3061,1,17973
3061,1,17976
3061,1,17977
3061,1,17978
3061,1,17984
3061,1,17985
3061,1,17986
3061,1,17987
3061,1,17995
3061,1,18004
3061,1,18006
3061,1,18010
3061,1,18011
3061,1,18014
3061,1,18015
3061,1,18019
3061,1,18022
3061,1,18027
3061,1,18032
3061,1,18033
3061,1,18042
3061,1,18045
3061,1,18050
3061,1,18056
3061,1,18058
3061,1,18066
3061,1,18067
3061,1,18068
3061,1,18074
3061,1,18082
3061,1,18086
3061,1,18088
3061,1,18099
3061,1,18104
3061,1,18105
3061,1,18106
3061,1,18113
3061,1,18114
3061,1,18117
3061,1,18119
3061,1,18120
3061,1,18126
3061,1,18129
3061,1,18138
3061,1,18141
3061,1,18159
3061,1,18165
3061,1,18169
3061,1,18174
3061,1,18181
3061,1,18184
3061,1,18185
3061,1,18191
3061,1,18192
3061,1,18200
3061,1,18203
3061,1,18209
3061,1,18212
3061,1,18213
3061,1,18215
3061,1,18216
3061,1,18222
3061,1,18224
3061,1,18227
3061,1,18233
3061,1,18240
3061,1,18249
3061,1,18251
3061,1,18255
3061,1,18256
3061,1,18262
3061,1,18278
3061,1,18280
3061,1,18281
